Serial, mut_t1, mut_t2, mut_t4, mut_t8, rw_t1, rw_t2, rw_t4, rw_t8
54342, 50375, 68649, 74176, 74021, 58905, 68111, 73901, 82009
55666, 59574, 72796, 73860, 76389, 63175, 69235, 75739, 82263
56529, 54605, 74502, 73108, 79935, 55553, 71868, 77151, 81164
54246, 57027, 68628, 81228, 75278, 58096, 75927, 75809, 85829
58586, 53519, 76646, 71233, 76984, 57738, 85385, 75321, 90318
50554, 55762, 71066, 69244, 77179, 53194, 68816, 78834, 77017
54307, 51014, 65892, 70347, 78723, 54308, 68353, 72563, 86762
50710, 49304, 64704, 73728, 72212, 52846, 73823, 73815, 84322
52842, 58432, 70927, 73143, 79656, 58689, 74412, 81117, 85307
57917, 60100, 69445, 78679, 75969, 52449, 75257, 77000, 87649
50799, 56522, 68490, 74614, 77248, 52171, 70543, 74639, 83254
52575, 51448, 73231, 73362, 82570, 57836, 74600, 78399, 82475
58037, 57407, 75057, 72558, 76346, 61285, 74058, 79562, 81910
54078, 57911, 68416, 78378, 74375, 62286, 76928, 77759, 82142
54639, 53722, 73684, 77206, 90381, 53691, 77024, 75007, 82375
52471, 57103, 78689, 74698, 77270, 62752, 78330, 77623, 84801
59268, 59815, 73384, 73945, 78322, 54191, 78718, 77370, 87937
54241, 56126, 75435, 75098, 76413, 55457, 73245, 78891, 79973
50597, 56477, 70237, 69672, 85695, 55100, 69611, 73232, 83401
54398, 55504, 68011, 73724, 80391, 54216, 73305, 74964, 82186
53304, 53862, 73831, 74923, 72911, 55420, 75716, 76310, 92240
50516, 50344, 69423, 73882, 78315, 58216, 70673, 75676, 81309
50419, 51669, 72792, 70598, 82251, 51207, 69802, 79186, 85164
50269, 51234, 72155, 71165, 81941, 52830, 73893, 76462, 85152
49005, 56865, 66438, 70223, 75662, 50575, 70189, 80530, 81653
48606, 50437, 67631, 72442, 95488, 61253, 69480, 76012, 81092
55796, 50295, 69003, 74435, 70190, 52939, 67436, 73061, 78539
51157, 52923, 71896, 71525, 74212, 60748, 75551, 80181, 79517
56316, 55202, 68108, 77539, 72580, 51208, 75442, 74761, 85248
55225, 55383, 71378, 72271, 76114, 53223, 69445, 71294, 81836
53232, 59069, 69663, 75904, 74203, 64657, 68247, 73732, 84884
51584, 51685, 66045, 75139, 76892, 53694, 69670, 86353, 87764
55111, 56297, 72775, 74290, 77233, 59107, 72798, 82118, 90308
54767, 57255, 73787, 85621, 77659, 53277, 68672, 76537, 84514
49982, 59172, 75139, 74979, 76646, 64852, 76597, 98331, 83096
57759, 58858, 73535, 75225, 77621, 54492, 75099, 78841, 82851
54824, 67810, 69157, 75029, 78237, 52684, 71731, 77302, 87656
53193, 53560, 79388, 75741, 85313, 72374, 84850, 75798, 79527
51060, 49855, 67497, 72885, 78385, 57829, 74287, 82017, 81905
55153, 58731, 76214, 75248, 77680, 56673, 70942, 83114, 81508
54595, 68051, 75130, 70364, 76523, 56157, 82392, 78994, 88810
55884, 56881, 72036, 75292, 79402, 56365, 70714, 80432, 85807
57415, 64054, 79872, 76924, 91826, 63750, 81732, 79766, 86669
54785, 65623, 70845, 70909, 93943, 72876, 81956, 78838, 84482
70471, 60640, 79784, 94166, 82801, 58965, 77527, 77826, 97450
62090, 58070, 90644, 74472, 74979, 55509, 72371, 83727, 87534
55898, 64116, 71752, 83092, 80841, 59663, 73633, 74392, 89763
53259, 60064, 77015, 77698, 91485, 61587, 72960, 82840, 83900
60066, 56916, 72170, 76947, 77385, 58192, 69945, 78728, 93020
57666, 60305, 72103, 74465, 92037, 55760, 75919, 75560, 85457
53369, 53804, 75826, 76188, 76518, 60966, 70398, 77235, 83301
54755, 63418, 74059, 73981, 78794, 54220, 72296, 72878, 83925
52561, 61554, 72885, 71531, 81025, 63634, 69202, 76056, 83035
50363, 56479, 70429, 70968, 77358, 55896, 71714, 77291, 79927
59908, 64697, 69843, 73476, 88437, 60437, 72865, 78266, 81360
54956, 60648, 69640, 79375, 86946, 62768, 75781, 72785, 88161
59606, 51894, 72389, 75344, 79089, 56003, 74005, 77203, 81382
56988, 51615, 77812, 79205, 87326, 56946, 73009, 76321, 85782
54909, 55403, 76022, 75379, 79598, 55467, 71871, 77505, 85869
60774, 52654, 72051, 78574, 79990, 56896, 74233, 76777, 87249
53881, 53609, 73055, 73701, 79955, 56488, 74056, 82371, 83533
55560, 59965, 75105, 77149, 93678, 67313, 76803, 84186, 84028
63058, 59235, 75759, 80284, 76264, 56896, 74476, 77636, 87330
54410, 62132, 74544, 70213, 79993, 56625, 76124, 74700, 77468
58197, 55576, 70227, 77678, 76767, 57568, 75649, 79242, 80765
53633, 56288, 70217, 79955, 86391, 72426, 72916, 73251, 82042
53412, 55160, 71863, 73882, 97005, 64609, 75238, 78559, 84493
60398, 58572, 77161, 76348, 92376, 68442, 81275, 75560, 86620
62028, 60186, 74284, 73677, 83086, 61800, 79964, 75240, 79901
54981, 53230, 71752, 77204, 78779, 54827, 74548, 82124, 87325
56994, 56374, 70816, 78004, 89400, 65099, 76820, 80300, 86737
58523, 55931, 73317, 74602, 84898, 54257, 75624, 77917, 85915
53215, 58719, 78861, 71397, 134581, 97859, 79318, 77731, 88112
57386, 56998, 71400, 75951, 75139, 58957, 74460, 77257, 85594
58520, 61370, 69527, 76544, 79571, 56760, 70041, 80933, 82592
57900, 53762, 71781, 77116, 74033, 54814, 75735, 76387, 85950
60977, 59583, 72700, 80390, 83419, 56075, 75564, 74472, 85553
51780, 54562, 73613, 76034, 80270, 59001, 73124, 80351, 83795
59655, 53635, 73680, 80103, 79177, 58397, 71844, 83872, 85104
54988, 57590, 76197, 75050, 79946, 71439, 73515, 79935, 82258
55170, 51900, 69705, 73642, 86246, 60840, 73332, 77398, 78815
61641, 58631, 75448, 72437, 87751, 66387, 72283, 74782, 86311
58256, 52978, 72416, 79380, 83064, 55300, 73633, 83923, 91566
58737, 51650, 77045, 79536, 76613, 57229, 77698, 79682, 82939
55361, 53801, 75429, 78666, 88064, 68063, 78599, 75897, 86194
57400, 56023, 70140, 81349, 90295, 60709, 74481, 81833, 84987
58831, 56511, 71441, 72537, 76675, 57039, 75724, 79350, 81014
56445, 57298, 68946, 78665, 81882, 59504, 72959, 76201, 87105
61070, 55836, 74909, 75324, 75811, 54847, 74542, 84232, 84737
55220, 55709, 77277, 79638, 81477, 60405, 72324, 81692, 81163
62444, 52639, 72499, 71354, 81759, 69117, 73576, 90940, 84382
58941, 54728, 66890, 75100, 74065, 57403, 76080, 80761, 87673
75559, 57632, 74016, 78494, 85381, 56828, 74725, 86931, 84227
59793, 62225, 72130, 74747, 79693, 67872, 72841, 81375, 89849
61740, 61940, 71673, 78914, 81455, 78095, 76960, 74985, 80197
53587, 60058, 74310, 75566, 74081, 55151, 75001, 78952, 86290
58832, 62909, 69338, 69091, 73303, 54722, 75591, 78524, 83093
60210, 57247, 77068, 74807, 76338, 55539, 73136, 75544, 85059
57127, 55787, 71806, 71974, 78201, 57101, 71789, 78994, 80658
57149, 55131, 70447, 80012, 80507, 63016, 72045, 75554, 91385
56124, 57758, 77283, 71402, 95038, 71783, 75081, 80424, 83748
62269, 54461, 70234, 80681, 71859, 60774, 75604, 80690, 81706
55039, 56411, 74723, 77857, 88685, 71888, 73055, 75855, 83931
58691, 55466, 73251, 78196, 80289, 53519, 77384, 81424, 83469
54283, 50843, 68295, 71970, 75154, 53238, 72690, 79729, 90490
55719, 54773, 75786, 78914, 84294, 56221, 75851, 76522, 82714
55409, 60921, 78997, 77293, 84291, 80163, 75352, 79615, 80596
56115, 59001, 69376, 74150, 86100, 56086, 78975, 81120, 83628
60776, 57638, 71020, 74537, 84564, 56166, 72766, 76314, 81572
51731, 51534, 73032, 74725, 72352, 67329, 74147, 78320, 91932
56331, 54855, 72022, 77457, 81867, 53456, 75365, 81668, 88227
54580, 65347, 69145, 76783, 81720, 60926, 76841, 79140, 84792
60933, 55623, 74136, 72952, 85014, 63033, 76013, 72239, 89285
51933, 55509, 73648, 74833, 81960, 66899, 72513, 75635, 82844
55297, 53579, 72411, 74400, 89769, 58260, 74933, 74535, 87561
50864, 57938, 71412, 82141, 77958, 58697, 72465, 82919, 81970
52276, 53395, 74386, 78991, 71823, 51815, 77186, 74425, 86770
55049, 53694, 70091, 69470, 71335, 59173, 68668, 78024, 87628
57444, 52475, 72375, 72474, 76957, 56804, 72422, 71695, 89557
58005, 63111, 69348, 82298, 77444, 58386, 77314, 75953, 84395
50447, 56634, 71225, 77800, 71796, 61045, 79562, 74656, 85798
56581, 63834, 77628, 71493, 73340, 54193, 70021, 68143, 94479
54969, 55732, 72233, 74637, 72539, 54389, 74523, 83617, 86735
54191, 53352, 72816, 73714, 77254, 55818, 76278, 72406, 85938
57191, 53374, 69322, 69896, 76376, 63856, 71641, 78677, 91626
58390, 53059, 67038, 70273, 103013, 62123, 69539, 73333, 83871
53546, 50812, 73984, 74016, 95421, 54179, 76955, 78664, 85224
56238, 63049, 72372, 80765, 74725, 57519, 74785, 79493, 79900
56064, 54818, 68884, 78423, 74512, 56856, 75823, 90445, 83746
56299, 60669, 72815, 74635, 84229, 61001, 72309, 74427, 84516
51657, 52639, 77638, 71595, 85788, 75610, 71401, 75325, 84749
55153, 53579, 70234, 69478, 81490, 54928, 73107, 85624, 86009
55833, 64333, 70086, 76842, 72908, 57758, 77673, 75417, 84727
58291, 53617, 68946, 71195, 81618, 54595, 74769, 77888, 85918
55953, 62064, 76236, 74579, 76875, 52001, 73423, 74000, 90187
59745, 58232, 71457, 69145, 75472, 57199, 76376, 75395, 90736
53414, 53094, 78765, 73800, 75182, 55119, 74825, 77974, 82440
57498, 64428, 80494, 74228, 79964, 59063, 74799, 91562, 85288
75857, 56754, 71070, 72915, 76531, 57784, 68441, 74917, 94396
54599, 66651, 68264, 72476, 77443, 53941, 73418, 75040, 85141
48977, 54267, 71374, 78214, 73508, 53652, 76539, 72363, 87869
53041, 62266, 69263, 77027, 95476, 57197, 75245, 71872, 82956
67084, 56396, 70649, 72316, 81971, 66728, 73750, 76819, 87002
56094, 54471, 70966, 75767, 76349, 57680, 73519, 78830, 83210
52517, 54586, 67774, 77799, 86332, 51102, 69871, 82347, 79221
58970, 51769, 70338, 77345, 80217, 55836, 70204, 78131, 82934
56145, 55741, 68975, 72092, 84216, 58696, 71576, 79426, 81965
52140, 54194, 68915, 74198, 75975, 56164, 76761, 76212, 79008
56219, 52079, 71813, 88865, 97617, 65875, 74537, 73000, 84472
56307, 51845, 77312, 81447, 78154, 65373, 75708, 78867, 83343
57726, 51209, 67059, 73876, 76815, 52076, 68361, 71947, 84824
57960, 52958, 70662, 74966, 78079, 67332, 74071, 80226, 86319
54249, 63135, 70972, 72290, 81946, 62474, 71920, 73582, 78765
52613, 57661, 70302, 75983, 74736, 53961, 68787, 76064, 79608
51112, 50123, 72357, 72870, 84391, 57018, 74628, 72774, 80685
54006, 51634, 68532, 70886, 81146, 57930, 73535, 73919, 86664
53453, 55005, 71211, 69115, 83041, 67827, 70599, 76537, 79403
59999, 50154, 67056, 72554, 84173, 56835, 79323, 85818, 88339
55996, 51992, 69066, 69103, 77886, 56454, 77170, 73800, 84487
54899, 56534, 71137, 69612, 83153, 58918, 71511, 79272, 85734
53849, 58548, 67314, 66667, 74365, 56304, 77467, 82925, 79167
54504, 58938, 74384, 73948, 90502, 72828, 71201, 82005, 93495
52618, 50066, 72877, 73993, 109370, 73428, 78579, 71845, 81021
54881, 51550, 67968, 68091, 78567, 52600, 75473, 71200, 84721
53082, 65255, 67508, 72490, 76271, 52362, 84138, 79679, 84469
50278, 59614, 69360, 71358, 74765, 52743, 70276, 74040, 84778
54184, 53364, 70485, 68151, 74890, 57336, 81742, 74321, 79787
52635, 50388, 71516, 68497, 73891, 51743, 76556, 74789, 82249
50139, 52682, 64009, 74322, 81987, 53469, 67748, 75530, 82810
50233, 50791, 83572, 67866, 71183, 55120, 72122, 74798, 86509
53119, 49689, 66687, 72016, 75383, 53653, 77787, 77338, 88542
53766, 51999, 66947, 70856, 74490, 52757, 71038, 71896, 85359
53236, 51513, 72017, 70434, 75193, 55229, 69933, 80805, 90545
53591, 58087, 68310, 73936, 74147, 50554, 68867, 78391, 82384
50643, 57914, 90290, 98428, 94394, 54210, 73080, 74338, 82695
52641, 51721, 68214, 74932, 76067, 53483, 72762, 77412, 85425
52802, 51003, 69785, 73791, 74346, 61271, 71058, 78618, 88116
54915, 57504, 71788, 87349, 78247, 53121, 75060, 79195, 81822
52174, 49413, 65956, 77296, 73312, 52947, 67754, 75218, 82497
50221, 51486, 68598, 76813, 78964, 57912, 79564, 71661, 77324
54170, 50962, 67396, 68852, 74384, 52924, 76178, 74516, 82515
50232, 51408, 70557, 67699, 72315, 54841, 70066, 73009, 79241
51910, 49767, 66444, 71198, 69551, 50705, 66612, 71965, 78950
50855, 49458, 70109, 67476, 84020, 57920, 68108, 69976, 76924
50620, 49526, 71542, 73317, 73291, 50485, 69588, 75275, 82436
49904, 49332, 68397, 71424, 76066, 57183, 69263, 73446, 81365
53163, 52420, 64462, 72371, 75010, 50120, 75381, 74247, 82334
50324, 49683, 66672, 70679, 72675, 50191, 69288, 71864, 88261
50365, 49138, 68027, 74303, 122976, 65264, 73824, 73069, 88082
51005, 50942, 68784, 71644, 75390, 53184, 76243, 77658, 92690
50499, 50586, 68327, 68463, 90013, 66736, 67513, 74487, 87489
49698, 50340, 66256, 73793, 87430, 69282, 73372, 75948, 82968
49930, 50353, 65876, 68963, 73481, 50393, 66717, 71747, 81801
51607, 49849, 68504, 73476, 77785, 53191, 71507, 74319, 82156
52785, 49889, 66189, 69509, 87432, 61328, 72974, 77780, 83671
53691, 51969, 77283, 81114, 73770, 56993, 70140, 74643, 86349
52178, 51458, 69304, 69132, 75039, 51793, 72085, 73718, 82508
49232, 48039, 64881, 66604, 68792, 53136, 70869, 72407, 81720
47684, 48053, 68680, 68893, 74763, 52243, 71023, 76936, 79840
51116, 49369, 72978, 72266, 75884, 50632, 68520, 74074, 75843
48587, 50751, 68434, 74242, 87869, 50995, 68166, 74072, 83694
48412, 50633, 66670, 74615, 74284, 51110, 68351, 78948, 79662
50455, 50774, 66771, 70714, 77821, 54247, 70678, 74699, 82166
50454, 49978, 65924, 75391, 82843, 52501, 69672, 80157, 78517
49973, 51329, 68428, 70536, 75043, 51726, 69511, 82059, 87430
52623, 51179, 78461, 69641, 73161, 55086, 71706, 72418, 83237
52077, 50764, 66591, 74621, 74745, 57245, 71794, 76615, 77675
49275, 48974, 64589, 71669, 95509, 56596, 69651, 73005, 85087
55144, 50025, 69043, 70442, 73950, 50198, 70790, 73189, 83398
52385, 50392, 68189, 69894, 85548, 64429, 71340, 77363, 88125
51438, 50201, 65474, 70682, 76770, 53109, 71311, 74547, 83388
49033, 49871, 66927, 69288, 71965, 50811, 68388, 78753, 78277
48669, 49472, 68691, 75877, 73726, 55037, 67486, 79505, 80350
54209, 50909, 69388, 66168, 74543, 63268, 70457, 72999, 79913
53124, 50742, 67272, 70374, 73876, 52309, 69049, 72791, 79175
53604, 50285, 65695, 68043, 81868, 59872, 68040, 74147, 82939
49403, 49169, 67690, 70709, 73509, 63461, 72031, 71004, 80521
49374, 51610, 66317, 71340, 74990, 50845, 68382, 74133, 77946
49924, 51516, 67192, 72665, 74600, 53726, 66962, 75532, 88320
51533, 50555, 68363, 75184, 77132, 56195, 69889, 70839, 86979
50765, 50498, 68952, 70501, 80411, 56670, 68628, 73578, 84489
52466, 50343, 70326, 75537, 79324, 50616, 67280, 79061, 86853
50939, 50371, 71441, 72826, 84915, 61092, 68514, 74523, 77783
50533, 53361, 76110, 73705, 76004, 58024, 70347, 79199, 93450
54264, 55222, 71091, 82905, 81486, 63648, 73210, 75539, 92254
56968, 54451, 73709, 75609, 89102, 57564, 70584, 75918, 85413
58751, 60140, 77843, 72636, 77510, 57947, 77568, 80343, 86745
70437, 56298, 67535, 77906, 81569, 61100, 76762, 77993, 84672
54070, 50657, 72650, 73903, 96631, 68710, 75689, 74336, 82774
55576, 52544, 68608, 68188, 73320, 62486, 69149, 82141, 87999
48967, 49987, 69442, 70002, 77575, 68519, 69240, 71035, 96257
54506, 50138, 79130, 74591, 74759, 58781, 68760, 74373, 79031
52025, 50398, 65423, 72964, 94420, 57085, 69525, 77463, 78408
50167, 51468, 65486, 69588, 78379, 51522, 69519, 76279, 87773
50135, 48582, 65573, 73637, 73369, 49539, 75206, 77583, 77100
55693, 54227, 78315, 72593, 79207, 51450, 70643, 77342, 90263
56400, 56371, 75577, 74000, 76105, 57621, 73061, 78096, 80958
54017, 51492, 74334, 72815, 89071, 64247, 78887, 73352, 78237
54738, 55048, 72448, 76534, 75658, 64942, 80999, 74147, 88860
58668, 50334, 75400, 72583, 80171, 62976, 75704, 76825, 84525
57176, 52990, 71377, 79029, 78584, 58606, 73025, 79612, 84487
57181, 55755, 71264, 76013, 72343, 63923, 73712, 76872, 80871
51264, 54023, 66630, 76215, 90540, 53016, 74870, 79566, 83754
55190, 51688, 71806, 73251, 74413, 52372, 74257, 86467, 89537
52977, 52661, 69684, 84022, 81296, 60388, 74618, 86476, 86434
60183, 61147, 74468, 71961, 82748, 60563, 75341, 76515, 88880
57518, 53293, 74347, 79931, 80018, 57491, 74779, 78283, 91313
