Serial, mut_t1, mut_t2, mut_t4, mut_t8, rw_t1, rw_t2, rw_t4, rw_t8
20680, 20897, 34460, 34297, 36658, 21607, 12962, 9559, 9866
20712, 20986, 34385, 35581, 36331, 21565, 12580, 9832, 10580
20648, 22440, 37480, 36029, 37049, 23710, 13284, 10004, 10461
25401, 21767, 37152, 34258, 37651, 22416, 12734, 11034, 11029
24058, 24309, 35787, 34820, 39080, 23557, 13455, 10054, 11441
22276, 21752, 35290, 34776, 37295, 22626, 13259, 11188, 11695
22445, 21752, 36358, 34877, 38999, 22712, 13738, 11983, 11357
21365, 21752, 34942, 35639, 38648, 22805, 13550, 9701, 11561
21358, 21764, 35175, 38980, 37423, 22534, 13776, 10651, 10367
21347, 21980, 36252, 34728, 38104, 22466, 13486, 10337, 11525
21713, 21880, 35996, 35371, 37511, 22862, 13329, 9979, 10172
21028, 21684, 35244, 36323, 36736, 22027, 12793, 9463, 10921
20965, 21314, 35831, 34911, 35267, 22057, 13347, 10373, 9922
21035, 21324, 38310, 34447, 36490, 21950, 12807, 9347, 10770
21176, 21319, 36332, 36241, 36594, 21988, 13172, 9894, 9450
21039, 21253, 34083, 36106, 37304, 22496, 13169, 9259, 11347
21737, 21734, 35916, 34387, 37112, 22356, 13660, 10823, 11229
21806, 21857, 36119, 34838, 37277, 22777, 14266, 9828, 11001
21846, 21949, 35410, 36179, 39679, 22475, 13899, 10745, 10918
21863, 21772, 36172, 36425, 36642, 22165, 12593, 9598, 11280
22267, 20936, 37107, 33209, 38091, 21957, 13188, 10624, 10498
21624, 20884, 34689, 33544, 36361, 21415, 12736, 10242, 10973
21626, 20912, 35340, 33595, 35454, 21656, 12966, 9676, 9874
21666, 20864, 35130, 34019, 36263, 21527, 12956, 9925, 10195
21579, 21123, 37303, 37458, 37232, 23338, 13484, 10147, 11231
21441, 22102, 38847, 35473, 37405, 22760, 13296, 10732, 11711
21381, 22018, 36063, 35957, 36983, 22739, 12788, 9915, 11059
21486, 22082, 35459, 35293, 36832, 22819, 13153, 10633, 10790
21432, 22214, 36992, 35180, 37574, 24201, 14077, 10743, 10449
21961, 21609, 36261, 34424, 38208, 22019, 12851, 9850, 11539
21867, 21670, 35370, 35680, 36591, 22328, 12704, 10133, 10929
22293, 21704, 35911, 34410, 37414, 22164, 12965, 9778, 12055
21896, 21858, 36294, 36065, 37647, 22516, 12638, 9762, 11136
20714, 22090, 35752, 37075, 37348, 22098, 13265, 9394, 11671
20633, 21417, 35300, 34948, 36653, 22076, 12531, 9952, 10639
20692, 21331, 35436, 35812, 36129, 22171, 13014, 9394, 10622
20717, 21383, 35061, 37935, 37635, 22030, 12832, 10152, 10515
20756, 21458, 35075, 34494, 37555, 22122, 13173, 9802, 10854
24608, 21598, 35961, 33819, 36877, 21872, 12742, 11103, 10925
22720, 21158, 35852, 35396, 36025, 21678, 12797, 10543, 10676
22212, 21120, 35341, 34141, 37206, 21943, 12354, 10200, 9764
22205, 21194, 35352, 37063, 36417, 22074, 13143, 9435, 11425
21421, 21780, 35519, 34953, 36913, 21860, 12467, 9968, 10262
21525, 21112, 35719, 35157, 35856, 21794, 13111, 10196, 11295
21574, 21118, 35367, 36819, 38553, 21806, 12692, 10571, 10283
21454, 21210, 36591, 34248, 37615, 21757, 12875, 9493, 11590
21505, 21096, 35422, 34895, 37998, 22154, 12805, 11051, 10385
21518, 24179, 35883, 34384, 38338, 22440, 13069, 9502, 10924
21560, 21615, 35345, 34792, 36173, 22237, 12761, 10392, 11005
21580, 21542, 35567, 34739, 36771, 22111, 13095, 9213, 10722
24062, 21556, 34672, 34531, 36748, 22129, 12135, 9635, 10967
20968, 20405, 34616, 33150, 35586, 21107, 12330, 9162, 10259
20746, 20448, 34107, 34003, 34873, 21464, 11699, 9395, 10010
20851, 20408, 32966, 35434, 35294, 20848, 13215, 9084, 11088
20736, 20425, 33624, 32479, 35040, 21067, 11985, 9457, 10513
21279, 20423, 33392, 33200, 36057, 22379, 13017, 9917, 11657
21826, 21456, 36810, 34365, 37927, 22174, 12584, 9429, 10333
22027, 21467, 35374, 34074, 41136, 22119, 12991, 10160, 11403
21573, 21452, 34562, 34694, 36333, 22177, 12351, 10007, 11358
21554, 21406, 35117, 34906, 37499, 21892, 12759, 9134, 10686
20144, 20991, 34320, 33519, 35690, 21276, 12141, 9972, 9878
20196, 20740, 35796, 35489, 34998, 21368, 12900, 9785, 11689
20240, 20728, 35078, 34062, 36818, 21797, 12512, 10584, 10405
20189, 20751, 33947, 35038, 35886, 21520, 12880, 9363, 10210
20159, 20759, 34988, 35148, 35808, 22271, 12899, 10500, 10140
21900, 21481, 35725, 40798, 36323, 22808, 13091, 9925, 11412
24649, 21660, 37379, 35640, 37605, 22092, 13221, 9842, 11504
21896, 21740, 35975, 34917, 37157, 22056, 12745, 9162, 11403
21935, 21506, 36206, 34784, 38017, 22554, 13827, 10610, 10681
22500, 21391, 36036, 39155, 37445, 22000, 13571, 11337, 12842
21997, 21428, 35602, 33900, 37922, 22527, 13822, 10253, 10691
21979, 21426, 36494, 34521, 36245, 21981, 13128, 10398, 11275
22040, 21438, 35326, 34435, 36368, 22062, 12446, 10657, 11401
22776, 21343, 35572, 36567, 37126, 22205, 13123, 10321, 12615
22801, 21415, 35631, 39660, 36699, 23566, 12737, 10280, 11179
21572, 23931, 35642, 34086, 37065, 22014, 13501, 9451, 10435
20638, 21428, 36663, 35448, 36393, 22091, 12516, 9742, 10830
20749, 21477, 35832, 34119, 36841, 22002, 13086, 10398, 11765
21387, 21478, 38777, 36017, 37230, 22227, 12453, 10435, 10885
21408, 21593, 35672, 35748, 36046, 22167, 13002, 9598, 10195
21333, 21813, 35995, 37468, 37333, 22233, 12511, 9703, 11615
21422, 21581, 35125, 35387, 36042, 22111, 12965, 10663, 10759
20611, 22175, 37519, 40379, 37175, 22421, 12657, 9889, 12976
20598, 21833, 37223, 34441, 36775, 22554, 13474, 10071, 11154
20684, 21771, 36126, 35936, 37199, 23094, 13882, 10717, 11191
20675, 21923, 36638, 37755, 37766, 22553, 12982, 10218, 12694
20663, 21926, 36207, 34872, 36952, 22511, 13560, 11005, 11493
21527, 21693, 35660, 35175, 36894, 22312, 13001, 9207, 11855
21627, 21697, 35856, 37110, 38165, 22574, 13896, 10072, 10987
21504, 21902, 36382, 34286, 38281, 22432, 12955, 9812, 11439
24124, 21775, 35972, 34768, 36129, 22617, 12501, 10477, 11130
21122, 21421, 36614, 33798, 36115, 22113, 12779, 9770, 10905
20776, 21551, 37014, 34416, 36557, 22249, 12785, 10393, 10452
21950, 21612, 36013, 34523, 36142, 22153, 12991, 9679, 11283
20863, 21530, 37665, 34949, 39937, 22294, 12503, 10590, 10257
20718, 21415, 37445, 34765, 37267, 22470, 12987, 12097, 10711
21696, 21583, 38163, 35876, 37644, 22429, 12495, 12747, 10767
21550, 21632, 36122, 35619, 37035, 22394, 13066, 9927, 11489
21628, 21912, 35096, 34976, 36153, 22188, 12533, 11178, 11312
21577, 21600, 35579, 34754, 37870, 21007, 12481, 9238, 9836
20983, 20475, 34588, 34890, 36926, 21130, 12749, 10066, 10316
20985, 20522, 33139, 34100, 37901, 21140, 12415, 9741, 10468
20975, 20749, 35603, 33588, 35964, 21043, 12073, 9498, 9862
20965, 20448, 34006, 33551, 36257, 21200, 12281, 8928, 10284
20927, 20208, 35413, 35115, 36507, 22078, 12442, 9814, 10151
21058, 21400, 34912, 34513, 36660, 21965, 12699, 10589, 11039
21060, 21595, 38068, 34027, 37291, 22213, 12426, 9895, 10782
21185, 21385, 34565, 34443, 38544, 21858, 12793, 9309, 11186
21177, 21391, 35588, 34240, 38936, 23438, 13213, 11500, 10005
21625, 22085, 36133, 36504, 37251, 22423, 13776, 10033, 11735
21417, 21839, 35972, 35979, 36618, 22650, 12681, 10533, 10959
21426, 22533, 36362, 35020, 36617, 22614, 13304, 9295, 11566
21702, 21819, 36380, 34946, 37395, 22529, 12493, 11968, 10890
21369, 20958, 35041, 33769, 36057, 21606, 12591, 9372, 10814
21221, 20986, 34979, 35614, 35807, 21508, 12439, 10224, 10617
21206, 21003, 33869, 33479, 37522, 21638, 12778, 9768, 10416
21281, 21017, 34757, 35995, 35802, 21982, 12534, 9851, 10263
21236, 20899, 34575, 33478, 36042, 22259, 13410, 10361, 10635
20607, 21513, 35442, 36117, 37459, 22126, 12776, 11446, 11216
20481, 21545, 35658, 34531, 37036, 22094, 13292, 10803, 10498
20489, 22709, 44309, 36196, 37050, 21992, 12612, 11088, 10522
20641, 21553, 35787, 35320, 36799, 22064, 13105, 10419, 9740
21310, 20940, 35046, 34162, 35515, 21468, 12291, 9552, 10656
21195, 20888, 36581, 33263, 34645, 21457, 12616, 9752, 9841
21329, 20826, 34306, 35479, 35565, 21995, 12639, 10836, 10785
21229, 20840, 34894, 33306, 36193, 21358, 12888, 10410, 10741
21280, 20887, 34909, 34509, 38554, 21896, 12628, 10379, 10620
21337, 21464, 35606, 34134, 36184, 21932, 13439, 10225, 11428
21192, 21089, 34772, 35083, 37042, 21903, 12644, 10384, 10676
21449, 21988, 40271, 36393, 35794, 22083, 13288, 9721, 10191
21224, 21275, 35604, 34694, 37253, 22426, 12897, 10156, 10617
21112, 21190, 36509, 39403, 36162, 21738, 12825, 10062, 10400
21133, 21167, 35185, 36804, 36181, 21782, 12514, 11135, 11815
21149, 21225, 34962, 35697, 36710, 21884, 12896, 9895, 12702
21102, 21190, 35107, 33861, 36139, 21659, 12400, 10422, 10582
21119, 21192, 35266, 34324, 36769, 22402, 13060, 10655, 11925
21357, 21430, 35751, 35704, 36465, 22092, 12615, 10688, 10840
21400, 21486, 35799, 34148, 36730, 22146, 13584, 10632, 10480
21391, 21395, 36147, 34298, 37093, 22112, 12522, 10022, 10733
21350, 21358, 34810, 35548, 37330, 22268, 13158, 9031, 11278
21272, 21734, 35528, 34252, 37534, 22226, 12866, 9896, 10318
21148, 21471, 35653, 35420, 36406, 22296, 13067, 10390, 11435
21278, 21447, 35706, 35985, 38365, 22076, 12640, 10040, 10917
21279, 21531, 35634, 34150, 36292, 22223, 12944, 9332, 11100
21181, 21539, 36047, 33653, 37057, 22132, 12564, 10204, 10585
21312, 21356, 35780, 36050, 36222, 21958, 13018, 8871, 10817
20691, 21281, 34379, 33622, 37448, 21882, 12579, 10359, 10286
20702, 21370, 35313, 35020, 36094, 21976, 13097, 9665, 10095
20681, 21407, 35497, 34567, 35966, 21978, 13295, 9750, 10752
20755, 21710, 35647, 36252, 37739, 22261, 12688, 9442, 10893
20827, 21241, 35148, 34235, 36663, 22007, 13513, 10596, 10453
20815, 21387, 35787, 36162, 36834, 22154, 12600, 8959, 10262
21040, 21295, 35032, 34416, 36560, 22076, 13253, 10231, 10325
20781, 21324, 36128, 34327, 37349, 22141, 12948, 9435, 10554
21996, 21494, 35870, 33948, 36025, 22185, 13511, 10679, 12261
21943, 21411, 36455, 34040, 37430, 22219, 13364, 9249, 11088
21981, 21556, 35400, 34314, 36964, 22317, 13354, 10263, 10437
21939, 21600, 36258, 37210, 36124, 22466, 12451, 9509, 10789
21822, 21017, 35611, 33865, 38060, 21699, 13253, 9555, 10169
21726, 20951, 34935, 33891, 35814, 21730, 13096, 9319, 10842
21840, 20933, 36262, 33597, 35763, 21665, 13312, 10261, 9856
21699, 20981, 34844, 34882, 35765, 21788, 12528, 9278, 11216
21777, 21034, 34659, 34853, 37006, 22456, 13479, 10187, 10862
21946, 21628, 35078, 34333, 37093, 22348, 12892, 10409, 11666
21944, 21650, 36510, 35267, 35999, 22271, 13727, 10306, 10410
21909, 21736, 35708, 35367, 36286, 22364, 12828, 10245, 12258
21799, 21692, 35629, 34942, 37709, 21974, 13821, 10723, 11420
21212, 21952, 36816, 36006, 37981, 23075, 13413, 10652, 12599
20908, 21958, 36203, 34710, 36519, 22584, 13853, 9985, 11841
21008, 21990, 39803, 38957, 37991, 25624, 21063, 9975, 11131
21188, 22074, 36418, 35409, 37636, 22679, 13795, 10030, 10993
21767, 21657, 35872, 34814, 36893, 22460, 12785, 9570, 11487
21828, 21777, 35433, 34746, 35871, 24488, 12522, 10446, 11536
22036, 21865, 35121, 37180, 37542, 22546, 13133, 9268, 11214
21840, 21717, 35338, 34037, 36687, 22287, 12575, 10908, 11175
21925, 21628, 35368, 34878, 35992, 21663, 12762, 10113, 11022
21756, 20899, 35057, 33296, 36089, 21711, 12133, 10313, 11041
24841, 20920, 34701, 34060, 35959, 21507, 12939, 9589, 11083
21815, 21084, 35108, 33934, 35868, 21506, 12555, 10301, 10987
21825, 20974, 35018, 33765, 35830, 21519, 13136, 10148, 11022
21248, 21917, 36431, 34947, 37207, 22624, 12730, 10542, 11620
21274, 21851, 35471, 33845, 38018, 22651, 13381, 10070, 11675
21289, 21874, 35626, 35687, 36725, 22591, 12910, 11009, 11147
21236, 21850, 35899, 35347, 40886, 22559, 13334, 10511, 11660
21215, 21765, 36170, 35377, 38139, 23374, 14191, 10808, 11830
21022, 22422, 36430, 37053, 37841, 22959, 13451, 10120, 11095
21007, 22455, 36766, 36198, 38125, 23319, 13853, 10563, 11504
21010, 22322, 36633, 35296, 38063, 23096, 13086, 9969, 11715
21110, 22387, 36437, 37991, 37402, 22898, 13039, 11145, 10769
20571, 22056, 36431, 35515, 36954, 22684, 13312, 9905, 11485
20505, 22032, 36567, 36473, 37216, 22677, 13144, 11812, 12632
20258, 22262, 35926, 35852, 37197, 22581, 13268, 10056, 11701
20502, 22012, 35748, 35596, 37039, 22824, 13309, 10471, 11230
20779, 21985, 35284, 36840, 37957, 22922, 13109, 9965, 12022
20818, 22179, 35812, 36421, 37409, 22799, 12911, 11380, 12165
20814, 22130, 36372, 35517, 36822, 22874, 13135, 10798, 12191
20758, 22108, 35943, 35348, 37222, 22839, 12745, 10366, 11285
20785, 22755, 36113, 36822, 36938, 22275, 13188, 10388, 11047
20681, 21443, 35800, 34996, 36445, 21979, 12492, 10267, 10373
20778, 21343, 34968, 37371, 37057, 22058, 12825, 9922, 10405
20696, 21490, 36243, 34516, 37053, 21906, 13245, 9798, 10796
20664, 21431, 35544, 34942, 36314, 21923, 13033, 9680, 11007
21341, 22655, 36882, 34962, 37796, 23184, 14007, 10058, 11718
21329, 22189, 36736, 35479, 38382, 22932, 13439, 10251, 12088
21293, 22161, 37417, 35268, 37464, 23023, 13961, 10623, 12114
21311, 22292, 36733, 35410, 37477, 22973, 13168, 10317, 11814
21304, 22344, 34528, 33499, 36101, 21838, 13358, 10485, 10546
21161, 21112, 34904, 33624, 35327, 21752, 12750, 9370, 10457
21128, 21199, 35383, 33187, 36044, 22043, 12144, 10485, 10722
21175, 21118, 34748, 35096, 36042, 21715, 12695, 9447, 10221
21182, 21361, 34223, 33669, 35745, 21548, 12832, 10510, 10229
21100, 21685, 35284, 36951, 36738, 22349, 13053, 10166, 11474
20591, 21726, 35944, 35816, 36415, 22453, 12507, 10436, 10743
20634, 21611, 36362, 35366, 36138, 22444, 12866, 9540, 11028
20573, 21727, 35433, 34277, 37357, 22547, 12560, 10365, 11173
20606, 21841, 35316, 34752, 36053, 21416, 12746, 9603, 10953
20956, 20929, 35071, 33774, 36290, 21413, 12417, 10772, 10386
20977, 20820, 35124, 33575, 35494, 21694, 12698, 9174, 10505
20869, 20891, 34829, 33277, 35948, 21368, 12437, 10424, 10152
21026, 20801, 35170, 35994, 38853, 21458, 13832, 10188, 11611
21502, 22298, 36527, 36264, 37379, 22895, 13480, 11195, 10992
21520, 22117, 36570, 36011, 37545, 22889, 13770, 10213, 10528
21406, 22264, 37157, 35978, 37568, 22853, 13313, 10668, 11680
21479, 22037, 36870, 35396, 37645, 22858, 13980, 10680, 11079
21315, 21104, 35042, 35433, 36015, 21736, 12274, 9669, 10258
21325, 21167, 35223, 33967, 36975, 21793, 12791, 8772, 9698
21337, 21107, 34028, 33224, 36432, 21754, 12380, 9898, 9102
21386, 21099, 35225, 33361, 35437, 21732, 12800, 10458, 10099
21343, 21129, 34951, 34354, 35933, 21700, 12334, 9835, 10635
21593, 21180, 35200, 34755, 36294, 21666, 12895, 9733, 10394
21630, 21031, 34645, 33258, 35777, 21974, 12396, 10485, 10601
21518, 21045, 35336, 33905, 35799, 21847, 12972, 9846, 10465
21989, 21097, 35100, 33338, 35497, 21729, 12982, 10571, 10928
21225, 20784, 34556, 33557, 35675, 21539, 12824, 9810, 9916
21238, 20860, 34575, 33313, 35562, 21424, 12276, 10151, 11091
21313, 21005, 34872, 33730, 34880, 21590, 12926, 9512, 9972
21308, 20848, 34661, 33861, 35482, 21425, 12338, 8683, 9899
21337, 20799, 34276, 33307, 35953, 21116, 13815, 9900, 10848
21434, 22054, 35958, 37063, 37594, 22675, 13235, 9460, 11252
21283, 21930, 35552, 35021, 36873, 22660, 13526, 10046, 10405
21254, 21932, 36751, 35659, 37353, 22664, 13109, 9745, 11175
21261, 21875, 36236, 35477, 37199, 22585, 13559, 11530, 10982
21291, 22448, 36360, 37612, 37967, 23130, 13529, 10488, 11540
21268, 22490, 36672, 35419, 37383, 23275, 13692, 10768, 11491
21190, 22503, 36656, 34885, 38680, 23603, 13601, 10232, 11881
21282, 22482, 36156, 36629, 37412, 23259, 14240, 10568, 11698
21247, 22568, 36278, 35427, 36463, 21854, 12875, 9587, 10916
21432, 21244, 35356, 35989, 35927, 21927, 13168, 9857, 10551
21420, 21247, 35506, 34051, 35406, 21730, 13234, 9987, 12322
22065, 21191, 35874, 34485, 35932, 21815, 13106, 10315, 10465
21405, 21260, 35550, 33913, 36360, 21893, 12723, 9272, 12054
21400, 21576, 36204, 34222, 36401, 22318, 13473, 10391, 10349
21410, 21644, 36228, 35926, 36875, 22328, 12949, 11120, 11899
21341, 21590, 35763, 35416, 36546, 22264, 12891, 10057, 10568
21352, 21549, 35808, 35420, 37056, 22461, 12998, 10616, 12108
21317, 21655, 35876, 34492, 37398, 22772, 12764, 11096, 10897
20770, 21852, 35409, 36064, 37287, 22462, 13326, 9980, 11253
20816, 21912, 35510, 34561, 37963, 22547, 12997, 11468, 10621
20821, 22000, 35708, 34986, 37690, 22501, 13506, 9270, 12081
20867, 21949, 36426, 35259, 36722, 22557, 12707, 9871, 10071
21798, 21959, 35277, 34377, 36285, 22312, 13156, 9772, 11148
21810, 21754, 35986, 36392, 36508, 22544, 12688, 11219, 10332
21763, 21682, 36109, 36719, 36522, 22264, 13085, 9556, 11927
21818, 21780, 36031, 34600, 36945, 22360, 12686, 10539, 10739
21809, 21466, 35918, 36146, 38684, 22685, 13342, 10004, 11762
21556, 21915, 36111, 35444, 37689, 22475, 12745, 10433, 10743
21402, 21798, 35917, 35168, 36833, 22572, 13105, 9952, 11723
21465, 21839, 35665, 34834, 37259, 22543, 12756, 10759, 10102
21403, 21893, 36418, 36566, 37470, 21468, 12676, 9451, 11828
22288, 20911, 34320, 33791, 35804, 21584, 12021, 10144, 10247
21270, 20909, 35388, 33437, 35604, 21421, 12879, 9707, 10991
21286, 20893, 35691, 33398, 35420, 21505, 11934, 9456, 10389
21301, 20977, 34873, 32702, 34898, 21502, 13022, 9875, 11736
21240, 20840, 36132, 34398, 36857, 22143, 13260, 9990, 9981
21441, 21432, 34808, 34131, 36037, 22018, 12818, 9293, 10813
21504, 21461, 34602, 34036, 36773, 22021, 12594, 10207, 10933
21399, 21394, 35983, 35747, 36707, 22013, 12762, 9070, 11948
21472, 21506, 35557, 33996, 36784, 22145, 13488, 10633, 10641
22250, 21580, 35009, 34308, 36457, 22308, 12923, 9137, 10980
22034, 21597, 35053, 34536, 36330, 22330, 13323, 10123, 10747
21961, 21474, 35932, 34058, 35372, 22306, 12702, 9914, 11181
21945, 21586, 34798, 33322, 36533, 22701, 13551, 10384, 10657
21993, 21353, 35236, 33799, 35643, 22341, 13268, 9982, 12230
21219, 21103, 35366, 32923, 36083, 21826, 13377, 9877, 9961
21174, 21223, 35579, 35862, 35969, 22069, 13304, 9787, 12217
20999, 20722, 35518, 33876, 35608, 21738, 13697, 9935, 10882
21204, 21197, 35206, 33482, 36001, 21107, 12252, 9557, 10357
20993, 20966, 34636, 34566, 35027, 21274, 12787, 9732, 10091
20691, 20475, 34785, 33666, 35272, 21128, 12268, 9822, 10613
20638, 20524, 35522, 34339, 35999, 21615, 12213, 10021, 10446
20677, 20539, 34546, 34750, 35637, 21152, 12473, 9699, 10113
20691, 20495, 34361, 33728, 36279, 22088, 12366, 10051, 10229
21705, 21279, 35144, 33571, 35972, 22034, 13266, 9954, 11633
21800, 21348, 35505, 34205, 35197, 22020, 12153, 9893, 10358
21774, 21357, 34997, 33117, 35722, 21957, 12825, 9489, 10926
21697, 21407, 35233, 33576, 36085, 22187, 12744, 10509, 11524
21235, 22656, 35688, 34920, 36637, 22742, 13400, 9925, 11879
21453, 22124, 35900, 34858, 36900, 22816, 12763, 10169, 10904
